subject,list,position,trial_type,item,session
106,2,6,recall,SAXOPHONE,1
106,2,7,recall,TRUCK,1
106,2,8,recall,AUTOMOBILE,1
106,2,9,recall,AIRPLANE,1
106,2,10,recall,KEEPER,1
106,2,11,recall,GUARDIAN,1
106,2,12,recall,CHURCH,1
106,2,13,recall,LILY,1
106,3,1,study,THORN,1
106,3,2,study,PENGUIN,1
106,3,3,study,BLUEBERRY,1
106,3,4,study,DART,1
106,3,5,study,LAKE,1
106,3,6,study,YARN,1
106,3,7,study,JEEP,1
106,3,8,study,FREEWAY,1
106,3,9,study,PANTS,1
106,3,10,study,DRESS,1
106,3,11,study,QUILT,1
106,3,12,study,PIMPLE,1
106,3,13,study,NOSE,1
106,3,14,study,REFEREE,1
106,3,15,study,MARGARINE,1
106,3,16,study,PUDDLE,1
106,3,1,recall,PUDDLE,1
106,3,2,recall,LAKE,1
106,3,3,recall,REFEREE,1
106,3,4,recall,YARN,1
106,3,5,recall,MARGARINE,1
106,3,6,recall,BLUEBERRY,1
106,3,7,recall,THORN,1
106,3,8,recall,DART,1
106,3,9,recall,PENGUIN,1
106,3,10,recall,JEEP,1
106,3,11,recall,FREEWAY,1
106,3,12,recall,DRESS,1
106,3,13,recall,QUILT,1
106,3,14,recall,PANTS,1
106,3,15,recall,PIMPLE,1
106,3,16,recall,NOSE,1
106,4,1,study,YARD,1
106,4,2,study,LIME,1
106,4,3,study,STEREO,1
106,4,4,study,RAFT,1
106,4,5,study,CAPTAIN,1
106,4,6,study,COWARD,1
106,4,7,study,QUAIL,1
106,4,8,study,SAP,1
106,4,9,study,MANSION,1
106,4,10,study,COTTAGE,1
106,4,11,study,BLUEJAY,1
106,4,12,study,ENCYCLOPEDIA,1
106,4,13,study,ORNAMENT,1
106,4,14,study,ROBOT,1
106,4,15,study,FLAG,1
106,4,16,study,MISSILE,1
106,4,1,recall,MISSILE,1
106,4,2,recall,FLAG,1
106,4,3,recall,STEREO,1
106,4,4,recall,YARD,1
106,4,5,recall,LIME,1
106,4,6,recall,SAP,1
106,4,7,recall,MANSION,1
106,4,8,recall,COTTAGE,1
106,4,9,recall,ENCYCLOPEDIA,1
106,4,10,recall,RAFT,1
106,4,11,recall,CAPTAIN,1
106,4,12,recall,COWARD,1
106,4,13,recall,QUAIL,1
106,4,14,recall,ROBOT,1
106,4,15,recall,MISSILE,1
106,4,16,recall,BLUEJAY,1
106,5,1,study,ZOO,2
106,5,2,study,ZEBRA,2
106,5,3,study,SWEATER,2
106,5,4,study,THIEF,2
106,5,5,study,ENGINE,2
106,5,6,study,BATTERY,2
106,5,7,study,JOINT,2
106,5,8,study,ARTIST,2
106,5,9,study,SUSPECT,2
106,5,10,study,HAMPER,2
106,5,11,study,PAINT,2
106,5,12,study,CHESS,2
106,5,13,study,SKATE,2
106,5,14,study,ZIPPER,2
106,5,15,study,RUST,2
106,5,16,study,SLOPE,2
106,5,1,recall,SLOPE,2
106,5,2,recall,ZIPPER,2
106,5,3,recall,RUST,2
106,5,4,recall,ZEBRA,2
106,5,5,recall,ZOO,2
106,5,6,recall,SWEATER,2
106,5,7,recall,THIEF,2
106,5,8,recall,CAR,2
106,5,9,recall,ENGINE,2
106,5,10,recall,JOINT,2
106,5,11,recall,ARTIST,2
106,5,12,recall,SUSPECT,2
106,5,13,recall,CHESS,2
106,5,14,recall,PAINT,2
106,5,15,recall,HAMPER,2
106,5,16,recall,SKATE,2
106,6,1,study,ULCER,2
106,6,2,study,FOOT,2
106,6,3,study,SNEAKER,2
106,6,4,study,JOKER,2
106,6,5,study,SHIP,2
106,6,6,study,SPINACH,2
106,6,7,study,REPORT,2
106,6,8,study,OAR,2
106,6,9,study,EMERALD,2
106,6,10,study,FIG,2
106,6,11,study,PEACH,2
106,6,12,study,COMEDIAN,2
106,6,13,study,ALMANAC,2
106,6,14,study,MUFFIN,2
106,6,15,study,GERM,2
106,6,16,study,PILL,2
106,6,1,recall,GERM,2
106,6,2,recall,PILL,2
106,6,3,recall,ALMANAC,2
106,6,4,recall,REPORT,2
106,6,5,recall,SHIP,2
106,6,6,recall,JOKER,2
106,6,7,recall,COMEDIAN,2
106,6,8,recall,FIG,2
106,6,9,recall,PEACH,2
106,6,10,recall,FOOT,2
106,6,11,recall,ULCER,2
106,6,12,recall,SNEAKER,2
106,6,13,recall,OAR,2
106,6,14,recall,EMERALD,2
106,7,1,study,MOOSE,2
106,7,2,study,CREATURE,2
106,7,3,study,PIN,2
106,7,4,study,FLASHLIGHT,2
106,7,5,study,MONKEY,2
106,7,6,study,GORILLA,2
106,7,7,study,PLUM,2
106,7,8,study,BEAST,2
106,7,9,study,HUSBAND,2
106,7,10,study,JUG,2
106,7,11,study,SCREWDRIVER,2
106,7,12,study,BARN,2
106,7,13,study,LIMB,2
106,7,14,study,PLANT,2
106,7,15,study,WALRUS,2
106,7,16,study,SADDLE,2
106,7,1,recall,SADDLE,2
106,7,2,recall,JUG,2
106,7,3,recall,HUSBAND,2
106,7,4,recall,BARN,2
106,7,5,recall,LIMB,2
106,7,6,recall,PLANT,2
106,7,7,recall,MOOSE,2
106,7,8,recall,PEN,2
106,7,9,recall,PLUM,2
106,7,10,recall,FLASHLIGHT,2
106,7,11,recall,CREATURE,2
106,7,12,recall,BEAST,2
106,7,13,recall,MONKEY,2
106,7,14,recall,GORILLA,2
106,7,15,recall,SADDLE,2
106,7,16,recall,SCREWDRIVER,2
106,7,17,recall,WALRUS,2
106,8,1,study,SUITE,2
106,8,2,study,JEWEL,2
106,8,3,study,DIAMOND,2
106,8,4,study,LETTER,2
106,8,5,study,GUN,2
106,8,6,study,COSTUME,2
106,8,7,study,PARSLEY,2
106,8,8,study,SURVEY,2
106,8,9,study,MAILBOX,2
106,8,10,study,HALL,2
106,8,11,study,TECHNICIAN,2
106,8,12,study,MONEY,2
106,8,13,study,LIBRARY,2
106,8,14,study,BIBLE,2
106,8,15,study,CELLAR,2
106,8,16,study,HINGE,2
106,8,1,recall,HINGE,2
106,8,2,recall,CELLAR,2
106,8,3,recall,BIBLE,2
106,8,4,recall,LIBRARY,2
106,8,5,recall,HALL,2
106,8,6,recall,SUITE,2
106,8,7,recall,LETTER,2
106,8,8,recall,SURVEY,2
106,8,9,recall,MAILBOX,2
106,8,10,recall,DIAMOND,2
106,8,11,recall,JEWEL,2
106,8,12,recall,GUN,2
106,8,13,recall,TECHNICIAN,2
106,8,14,recall,SURVEY,2
106,8,15,recall,PARSLEY,2
106,8,16,recall,HINGE,2
106,9,1,study,SKELETON,3
106,9,2,study,SHED,3
106,9,3,study,NAIL,3
106,9,4,study,BARREL,3
106,9,5,study,FREEWAY,3
106,9,6,study,ICE,3
106,9,7,study,BRAKE,3
106,9,8,study,SCOUT,3
106,9,9,study,BOY,3
106,9,10,study,SWORD,3
106,9,11,study,JUVENILE,3
106,9,12,study,TOY,3
106,9,13,study,POCKET,3
106,9,14,study,FROST,3
106,9,15,study,DRIVEWAY,3
106,9,16,study,BOXER,3
106,9,1,recall,BOXER,3
106,9,2,recall,DRIVEWAY,3
106,9,3,recall,SHED,3
106,9,4,recall,BOY,3
106,9,5,recall,SCOUT,3
106,9,6,recall,BOY,3
106,9,7,recall,SCOUT,3
106,9,8,recall,TOY,3
106,9,9,recall,POCKET,3
106,9,10,recall,JUVENILE,3
106,9,11,recall,FREEWAY,3
106,9,12,recall,ICE,3
106,9,13,recall,BRAKE,3
106,9,14,recall,SHED,3
106,9,15,recall,SKELETON,3
106,9,16,recall,NAIL,3
106,9,17,recall,BARREL,3
106,9,18,recall,FROST,3
106,10,1,study,ROOST,3
106,10,2,study,STRAWBERRY,3
106,10,3,study,APPLE,3
106,10,4,study,PORCUPINE,3
106,10,5,study,KANGAROO,3
106,10,6,study,ATTIRE,3
106,10,7,study,LEAF,3
106,10,8,study,OVAL,3
106,10,9,study,OINTMENT,3
106,10,10,study,DIME,3
106,10,11,study,DISC,3
106,10,12,study,ALBUM,3
106,10,13,study,LUMBER,3
106,10,14,study,HERB,3
106,10,15,study,SENATE,3
106,10,16,study,CASHIER,3
106,10,1,recall,SENATE,3
106,10,2,recall,CASHIER,3
106,10,3,recall,ROOST,3
106,10,4,recall,KANGAROO,3
106,10,5,recall,DISC,3
106,10,6,recall,DIME,3
106,10,7,recall,ALBUM,3
106,10,8,recall,OVAL,3
106,10,9,recall,STRAWBERRY,3
106,10,10,recall,APPLE,3
106,10,11,recall,OINTMENT,3
106,10,12,recall,ATTIRE,3
106,10,13,recall,LUMBER,3
106,10,14,recall,CASHIER,3
106,10,15,recall,PORCUPINE,3
106,11,1,study,GROUND,3
106,11,2,study,CRUTCH,3
106,11,3,study,SNORKEL,3
106,11,4,study,MARSH,3
106,11,5,study,KEY,3
106,11,6,study,PLASTER,3
106,11,7,study,BREAD,3
106,11,8,study,TOASTER,3
106,11,9,study,JAW,3
106,11,10,study,CLOSET,3
106,11,11,study,UNIFORM,3
106,11,12,study,SAPPHIRE,3
106,11,13,study,LINT,3
106,11,14,study,DOOR,3
106,11,15,study,ROOT,3
106,11,16,study,ROSE,3
106,11,1,recall,ROSE,3
106,11,2,recall,LINT,3
106,11,3,recall,JAW,3
106,11,4,recall,PLASTER,3
106,11,5,recall,CRUTCH,3
106,11,6,recall,SNORKEL,3
106,11,7,recall,SAPPHIRE,3
106,11,8,recall,DOOR,3
106,11,9,recall,CLOSET,3
106,11,10,recall,UNIFORM,3
106,11,11,recall,BREAD,3
106,11,12,recall,TOASTER,3
106,11,13,recall,LINT,3
106,11,14,recall,ROSE,3
106,12,1,study,YARN,3
106,12,2,study,ELECTRICIAN,3
106,12,3,study,STAPLE,3
106,12,4,study,WOLF,3
106,12,5,study,LASH,3
106,12,6,study,AMBULANCE,3
106,12,7,study,SURGEON,3
106,12,8,study,BUSH,3
106,12,9,study,SCISSORS,3
106,12,10,study,RUG,3
106,12,11,study,FLOOR,3
106,12,12,study,FINGERNAIL,3
106,12,13,study,SHOE,3
106,12,14,study,QUARTER,3
106,12,15,study,CLIPPERS,3
106,12,16,study,NAPKIN,3
106,12,1,recall,NAPKIN,3
106,12,2,recall,FINGERNAIL,3
106,12,3,recall,CLIPPERS,3
106,12,4,recall,BUSH,3
106,12,5,recall,SCISSORS,3
106,12,6,recall,ELECTRICIAN,3
106,12,7,recall,AMBULANCE,3
106,12,8,recall,SURGEON,3
106,12,9,recall,WOLF,3
106,12,10,recall,STAPLE,3
106,12,11,recall,SHOE,3
106,12,12,recall,QUARTER,3
106,12,13,recall,LASH,3
106,13,1,study,SALESMAN,4
106,13,2,study,TAG,4
106,13,3,study,PIN,4
106,13,4,study,DORM,4
106,13,5,study,DRESSER,4
106,13,6,study,NEEDLE,4
106,13,7,study,JEWEL,4
106,13,8,study,GAVEL,4
106,13,9,study,CAP,4
106,13,10,study,STRAW,4
106,13,11,study,CORAL,4
106,13,12,study,ORCHID,4
106,13,13,study,RACCOON,4
106,13,14,study,ANIMAL,4
106,13,15,study,HOUSE,4
106,13,16,study,BOAT,4
106,13,1,recall,HOUSE,4
106,13,2,recall,BOAT,4
106,13,3,recall,ANIMAL,4
106,13,4,recall,DORM,4
106,13,5,recall,DRESSER,4
106,13,6,recall,SALESMAN,4
106,13,7,recall,STRAW,4
106,13,8,recall,JEWEL,4
106,13,9,recall,CORAL,4
106,13,10,recall,PIN,4
106,13,11,recall,NEEDLE,4
106,13,12,recall,ORCHID,4
106,13,13,recall,CAP,4
106,13,14,recall,TAG,4
106,13,15,recall,GAVEL,4
106,13,16,recall,RACCOON,4
106,14,1,study,TROUSERS,4
106,14,2,study,SKULL,4
106,14,3,study,UNIVERSITY,4
106,14,4,study,FUDGE,4
106,14,5,study,SLEEVE,4
106,14,6,study,VAULT,4
106,14,7,study,NICKEL,4
106,14,8,study,BANJO,4
106,14,9,study,HERO,4
106,14,10,study,DOG,4
106,14,11,study,RUM,4
106,14,12,study,SALOON,4
106,14,13,study,HARP,4
106,14,14,study,HOOP,4
106,14,15,study,CORD,4
106,14,16,study,ROPE,4
106,14,1,recall,CORD,4
106,14,2,recall,ROPE,4
106,14,3,recall,HOOP,4
106,14,4,recall,DOG,4
106,14,5,recall,RUM,4
106,14,6,recall,SALOON,4
106,14,7,recall,VAULT,4
106,14,8,recall,HERO,4
106,14,9,recall,UNIVERSITY,4
106,14,10,recall,TROUSERS,4
106,14,11,recall,SLEEVE,4
106,14,12,recall,FUDGE,4
106,14,13,recall,SKULL,4
106,14,14,recall,CORD,4
106,14,15,recall,ROPE,4
106,15,1,study,OPERATOR,4
106,15,2,study,DESIGNER,4
106,15,3,study,SCARF,4
106,15,4,study,CUSHION,4
106,15,5,study,BUGLE,4
106,15,6,study,STONE,4
106,15,7,study,PADDING,4
106,15,8,study,RAIL,4
106,15,9,study,DICTATOR,4
106,15,10,study,FOLLOWER,4
106,15,11,study,RESORT,4
106,15,12,study,SPAGHETTI,4
106,15,13,study,ANKLE,4
106,15,14,study,THIGH,4
106,15,15,study,ANTELOPE,4
106,15,16,study,GEM,4
106,15,1,recall,GEM,4
106,15,2,recall,ROCK,4
106,15,3,recall,DICTATOR,4
106,15,4,recall,FOLLOWER,4
106,15,5,recall,OPERATOR,4
106,15,6,recall,DESIGNER,4
106,15,7,recall,SCARF,4
106,15,8,recall,CUSHION,4
106,15,9,recall,PADDING,4
106,15,10,recall,ROCK,4
106,15,11,recall,ANKLE,4
106,15,12,recall,THIGH,4
106,15,13,recall,SPAGHETTI,4
106,15,14,recall,BUGLE,4
106,15,15,recall,RAIL,4
106,15,16,recall,PAIL,4
106,15,17,recall,ANTELOPE,4
106,16,1,study,COAT,4
106,16,2,study,MILK,4
106,16,3,study,MEAL,4
106,16,4,study,POOL,4
106,16,5,study,LAGOON,4
106,16,6,study,CLAM,4
106,16,7,study,NUCLEUS,4
106,16,8,study,PEAR,4
106,16,9,study,PORK,4
106,16,10,study,REFRIGERATOR,4
106,16,11,study,TOENAIL,4
106,16,12,study,PAW,4
106,16,13,study,BOOTH,4
106,16,14,study,MESSAGE,4
106,16,15,study,POTATO,4
106,16,16,study,GOAT,4
106,16,1,recall,GOAT,4
106,16,2,recall,MESSAGE,4
106,16,3,recall,MILK,4
106,16,4,recall,COAT,4
106,16,5,recall,MEAL,4
106,16,6,recall,PORK,4
106,16,7,recall,REFRIGERATOR,4
106,16,8,recall,POTATO,4
106,16,9,recall,LAGOON,4
106,16,10,recall,POOL,4
106,16,11,recall,CLAW,4
106,16,12,recall,PAW,4
106,16,13,recall,REFRIGERATOR,4
106,16,14,recall,TOENAIL,4
106,17,1,study,BAG,5
106,17,2,study,PAPER,5
106,17,3,study,CUCUMBER,5
106,17,4,study,BAIT,5
106,17,5,study,HEADBAND,5
106,17,6,study,PASTRY,5
106,17,7,study,DOUGHNUT,5
106,17,8,study,MAMMAL,5
106,17,9,study,HOSPITAL,5
106,17,10,study,JAR,5
106,17,11,study,TREAD,5
106,17,12,study,LAKE,5
106,17,13,study,ANT,5
106,17,14,study,CHEST,5
106,17,15,study,TUNA,5
106,17,16,study,GRIZZLY,5
106,17,1,recall,GRIZZLY,5
106,17,2,recall,LAKE,5
106,17,3,recall,ANT,5
106,17,4,recall,HOSPITAL,5
106,17,5,recall,TREAD,5
106,17,6,recall,PAPER,5
106,17,7,recall,BAG,5
106,17,8,recall,CUCUMBER,5
106,17,9,recall,JAR,5
106,17,10,recall,HEADBAND,5
106,17,11,recall,BAIT,5
106,17,12,recall,MAMMAL,5
106,17,13,recall,PASTRY,5
106,17,14,recall,DOUGHNUT,5
106,17,15,recall,TUNA,5
106,17,16,recall,CHEST,5
106,18,1,study,PIPE,5
106,18,2,study,KNOT,5
106,18,3,study,LOOP,5
106,18,4,study,SUNSET,5
106,18,5,study,VOLLEYBALL,5
106,18,6,study,SENATE,5
106,18,7,study,ENVELOPE,5
106,18,8,study,DOLLAR,5
106,18,9,study,PUDDING,5
106,18,10,study,TAPIOCA,5
106,18,11,study,CAPITAL,5
106,18,12,study,STEAM,5
106,18,13,study,BILL,5
106,18,14,study,SEAFOOD,5
106,18,15,study,SWITCH,5
106,18,16,study,VAGRANT,5
106,18,1,recall,VAGRANT,5
106,18,2,recall,SWITCH,5
106,18,3,recall,BILL,5
106,18,4,recall,CAPITAL,5
106,18,5,recall,SENATE,5
106,18,6,recall,VOLLEYBALL,5
106,18,7,recall,SUNSET,5
106,18,8,recall,ENVELOPE,5
106,18,9,recall,DOLLAR,5
106,18,10,recall,PIPE,5
106,18,11,recall,LOOP,5
106,18,12,recall,KNOT,5
106,18,13,recall,STEAM,5
106,18,14,recall,TAPIOCA,5
106,18,15,recall,SEAFOOD,5
106,19,1,study,TUB,5
106,19,2,study,BATTERY,5
106,19,3,study,BLUEPRINT,5
106,19,4,study,CHIPMUNK,5
106,19,5,study,COTTAGE,5
106,19,6,study,SKETCH,5
106,19,7,study,CAVITY,5
106,19,8,study,KNIFE,5
106,19,9,study,CONSOLE,5
106,19,10,study,ARTIST,5
106,19,11,study,MOOSE,5
106,19,12,study,VINEGAR,5
106,19,13,study,STALLION,5
106,19,14,study,WAGON,5
106,19,15,study,FLORIDA,5
106,19,16,study,COUNTY,5
106,19,1,recall,FLORIDA,5
106,19,2,recall,COUNTY,5
106,19,3,recall,WAGON,5
106,19,4,recall,STALLION,5
106,19,5,recall,MOOSE,5
106,19,6,recall,CHIPMUNK,5
106,19,7,recall,KNIFE,5
106,19,8,recall,BLUEPRINT,5
106,19,9,recall,SKETCH,5
106,19,10,recall,ARTIST,5
106,19,11,recall,COTTAGE,5
106,19,12,recall,TUB,5
106,19,13,recall,VINEGAR,5
106,19,14,recall,CHIPMUNK,5
106,19,15,recall,CAVITY,5
106,19,16,recall,KNIFE,5
106,20,1,study,RESTAURANT,5
106,20,2,study,CAFE,5
106,20,3,study,LITTER,5
106,20,4,study,LITERATURE,5
106,20,5,study,BERRY,5
106,20,6,study,SAUSAGE,5
106,20,7,study,PEARL,5
106,20,8,study,PENNY,5
106,20,9,study,MUFFIN,5
106,20,10,study,APPLE,5
106,20,11,study,PRUNE,5
106,20,12,study,TABLE,5
106,20,13,study,OMELET,5
106,20,14,study,FIELD,5
106,20,15,study,SOFA,5
106,20,16,study,SIRLOIN,5
106,20,1,recall,FIELD,5
106,20,2,recall,SIRLOIN,5
106,20,3,recall,TABLE,5
106,20,4,recall,SOFA,5
106,20,5,recall,RESTAURANT,5
106,20,6,recall,CAFE,5
106,20,7,recall,PEARL,5
106,20,8,recall,PENNY,5
106,20,9,recall,SAUSAGE,5
106,20,10,recall,BERRY,5
106,20,11,recall,OMELET,5
106,20,12,recall,LITERATURE,5
106,20,13,recall,LITTER,5
106,20,14,recall,MUFFIN,5
106,20,15,recall,APPLE,5
106,20,16,recall,PRUNE,5
106,21,1,study,BLACKBOARD,6
106,21,2,study,FLESH,6
106,21,3,study,SALESMAN,6
106,21,4,study,DART,6
106,21,5,study,COLESLAW,6
106,21,6,study,CONTRACTOR,6
106,21,7,study,CRIB,6
106,21,8,study,SWATTER,6
106,21,9,study,INSECT,6
106,21,10,study,SHOELACE,6
106,21,11,study,STAIRS,6
106,21,12,study,PEDESTRIAN,6
106,21,13,study,FEATHER,6
106,21,14,study,PIGEON,6
106,21,15,study,CONTRACT,6
106,21,16,study,ROOSTER,6
106,21,1,recall,ROOSTER,6
106,21,2,recall,FEATHER,6
106,21,3,recall,PIGEON,6
106,21,4,recall,CONTRACT,6
106,21,5,recall,CONTRACTOR,6
106,21,6,recall,STAIRS,6
106,21,7,recall,CRIB,6
106,21,8,recall,BLACKBOARD,6
106,21,9,recall,PEDESTRIAN,6
106,21,10,recall,FLY,6
106,21,11,recall,SWATTER,6
106,21,12,recall,INSECT,6
106,21,13,recall,SHOELACE,6
106,21,14,recall,SALESMAN,6
106,21,15,recall,DART,6
106,21,16,recall,COLESLAW,6
106,21,17,recall,FLESH,6
106,22,1,study,SHIP,6
106,22,2,study,SIDEWALK,6
106,22,3,study,CONCRETE,6
106,22,4,study,FLASHLIGHT,6
106,22,5,study,RATTLE,6
106,22,6,study,ANCHOR,6
106,22,7,study,DASHBOARD,6
106,22,8,study,JEEP,6
106,22,9,study,CROWN,6
106,22,10,study,REGISTER,6
106,22,11,study,MOTOR,6
106,22,12,study,RAG,6
106,22,13,study,DRYER,6
106,22,14,study,LION,6
106,22,15,study,SUBMARINE,6
106,22,16,study,BANKER,6
106,22,1,recall,BANKER,6
106,22,2,recall,SUBMARINE,6
106,22,3,recall,RAG,6
106,22,4,recall,DRYER,6
106,22,5,recall,SHIP,6
106,22,6,recall,SIDEWALK,6
106,22,7,recall,FLASHLIGHT,6
106,22,8,recall,LION,6
106,22,9,recall,DASHBOARD,6
106,22,10,recall,JEEP,6
106,22,11,recall,MOTOR,6
106,22,12,recall,CONCRETE,6
106,22,13,recall,RATTLE,6
106,22,14,recall,REGISTER,6
106,23,1,study,SPINE,6
106,23,2,study,RACK,6
106,23,3,study,PEN,6
106,23,4,study,LOVER,6
106,23,5,study,STAKE,6
106,23,6,study,TREE,6
106,23,7,study,PLUTO,6
106,23,8,study,HELMET,6
106,23,9,study,DOCUMENT,6
106,23,10,study,AUNT,6
106,23,11,study,NOVEL,6
106,23,12,study,TAPE,6
106,23,13,study,HARP,6
106,23,14,study,PRINCESS,6
106,23,15,study,PALACE,6
106,23,16,study,MARS,6
106,23,1,recall,SPINE,6
106,23,2,recall,RACK,6
106,23,3,recall,STAKE,6
106,23,4,recall,PEN,6
106,23,5,recall,TREE,6
106,23,6,recall,LEVER,6
106,23,7,recall,AUNT,6
106,23,8,recall,DOCUMENT,6
106,23,9,recall,NOVEL,6
106,23,10,recall,TAPE,6
106,23,11,recall,HARP,6
106,23,12,recall,PRINCESS,6
106,23,13,recall,PALACE,6
106,23,14,recall,MARS,6
106,23,15,recall,PLUTO,6
106,23,16,recall,HELMET,6
106,24,1,study,BODY,6
106,24,2,study,ROD,6
106,24,3,study,SLEEVE,6
106,24,4,study,NICKEL,6
106,24,5,study,RECEIPT,6
106,24,6,study,VESSEL,6
106,24,7,study,VICTIM,6
106,24,8,study,TERMINAL,6
106,24,9,study,TICKET,6
106,24,10,study,PLUM,6
106,24,11,study,GUEST,6
106,24,12,study,HANGER,6
106,24,13,study,LASER,6
106,24,14,study,CAVE,6
106,24,15,study,FAMILY,6
106,24,16,study,OAR,6
106,24,1,recall,CAVE,6
106,24,2,recall,FAMILY,6
106,24,3,recall,OAR,6
106,24,4,recall,LASER,6
106,24,5,recall,HANGER,6
106,24,6,recall,BODY,6
106,24,7,recall,ROD,6
106,24,8,recall,SLEEVE,6
106,24,9,recall,VICTIM,6
106,24,10,recall,VESSEL,6
106,24,11,recall,NICKEL,6
106,24,12,recall,PLUM,6
106,24,13,recall,TERMINAL,6
106,24,14,recall,TICKET,6
106,25,1,study,NEPTUNE,7
106,25,2,study,SILK,7
106,25,3,study,CARROT,7
106,25,4,study,TOOTHBRUSH,7
106,25,5,study,BELLY,7
106,25,6,study,KEG,7
106,25,7,study,MARINE,7
106,25,8,study,BRACES,7
106,25,9,study,MILDEW,7
106,25,10,study,MUSHROOM,7
106,25,11,study,CONE,7
106,25,12,study,ATLAS,7
106,25,13,study,LETTUCE,7
106,25,14,study,MOON,7
106,25,15,study,SUNSET,7
106,25,16,study,HORIZON,7
106,25,1,recall,SUNSET,7
106,25,2,recall,HORIZON,7
106,25,3,recall,NEPTUNE,7
106,25,4,recall,MARINE,7
106,25,5,recall,BELLY,7
106,25,6,recall,KEG,7
106,25,7,recall,CONE,7
106,25,8,recall,BRACES,7
106,25,9,recall,SILK,7
106,25,10,recall,CARROT,7
106,25,11,recall,MILDEW,7
106,25,12,recall,LETTUCE,7
106,25,13,recall,MUSHROOM,7
106,25,14,recall,MOON,7
106,25,15,recall,SILK,7
106,26,1,study,CHEEK,7
106,26,2,study,SKIN,7
106,26,3,study,ARCHITECT,7
106,26,4,study,ARM,7
106,26,5,study,BATH,7
106,26,6,study,LAUNDRY,7
106,26,7,study,WHIP,7
106,26,8,study,DUSTPAN,7
106,26,9,study,WIDOW,7
106,26,10,study,SHOULDER,7
106,26,11,study,HOSTESS,7
106,26,12,study,SKULL,7
106,26,13,study,HEAD,7
106,26,14,study,LAPEL,7
106,26,15,study,COSTUME,7
106,26,16,study,HAY,7
106,26,1,recall,HAY,7
106,26,2,recall,COSTUME,7
106,26,3,recall,LAPEL,7
106,26,4,recall,SKULL,7
106,26,5,recall,HEAD,7
106,26,6,recall,SHOULDER,7
106,26,7,recall,ARM,7
106,26,8,recall,CHEEK,7
106,26,9,recall,SKIN,7
106,26,10,recall,ARCHITECT,7
106,26,11,recall,BATH,7
106,26,12,recall,LAUNDRY,7
106,26,13,recall,DUSTBIN,7
106,26,14,recall,DUSTPAN,7
106,26,15,recall,WHIP,7
106,26,16,recall,WIDOW,7
106,26,17,recall,HOSTESS,7
106,27,1,study,BASKET,7
106,27,2,study,WINDOW,7
106,27,3,study,GULL,7
106,27,4,study,DISC,7
106,27,5,study,RANCH,7
106,27,6,study,STALLION,7
106,27,7,study,EMPLOYEE,7
106,27,8,study,APPLICATION,7
106,27,9,study,PAW,7
106,27,10,study,ADULT,7
106,27,11,study,EAGLE,7
106,27,12,study,TROMBONE,7
106,27,13,study,JOURNAL,7
106,27,14,study,LOUNGE,7
106,27,15,study,CLOSET,7
106,27,16,study,LINEN,7
106,27,1,recall,LINEN,7
106,27,2,recall,CLOSET,7
106,27,3,recall,LOUNGE,7
106,27,4,recall,JOURNAL,7
106,27,5,recall,WINDOW,7
106,27,6,recall,BASKET,7
106,27,7,recall,GULL,7
106,27,8,recall,EAGLE,7
106,27,9,recall,RANCH,7
106,27,10,recall,EMPLOYEE,7
106,27,11,recall,STALLION,7
106,27,12,recall,APPLICATION,7
106,27,13,recall,TROMBONE,7
106,27,14,recall,ADULT,7
106,27,15,recall,DISC,7
106,28,1,study,MICROWAVE,7
106,28,2,study,SUPERMARKET,7
106,28,3,study,HIKER,7
106,28,4,study,CELLAR,7
106,28,5,study,WARDROBE,7
106,28,6,study,CHAPEL,7
106,28,7,study,OFFICE,7
106,28,8,study,NUCLEUS,7
106,28,9,study,YARN,7
106,28,10,study,SYRINGE,7
106,28,11,study,SLOPE,7
106,28,12,study,SICKLE,7
106,28,13,study,DOOR,7
106,28,14,study,STOOL,7
106,28,15,study,PRISONER,7
106,28,16,study,DELINQUENT,7
106,28,1,recall,DELINQUENT,7
106,28,2,recall,PRISONER,7
106,28,3,recall,DOOR,7
106,28,4,recall,STOOL,7
106,28,5,recall,SICKLE,7
106,28,6,recall,HIKER,7
106,28,7,recall,SUPERMARKET,7
106,28,8,recall,MICROWAVE,7
106,28,9,recall,CHAPEL,7
106,28,10,recall,CELLAR,7
106,28,11,recall,WARDROBE,7
106,28,12,recall,SLOPE,7
106,28,13,recall,OFFICE,7
106,28,14,recall,SYRINGE,7
106,28,15,recall,NUCLEUS,7
107,1,1,study,TRUCK,1
107,1,2,study,HOOD,1
107,1,3,study,OWL,1
107,1,4,study,LAGOON,1
107,1,5,study,BUGGY,1
107,1,6,study,BUS,1
107,1,7,study,COLOGNE,1
107,1,8,study,BUBBLE,1
107,1,9,study,FOE,1
107,1,10,study,ROOMMATE,1
107,1,11,study,SINK,1
107,1,12,study,SWIMMER,1
107,1,13,study,SAUSAGE,1
107,1,14,study,OATS,1
107,1,15,study,EUROPE,1
107,1,16,study,BASEBALL,1
107,1,1,recall,BASEBALL,1
107,1,2,recall,OATS,1
107,1,3,recall,SAUSAGE,1
107,1,4,recall,ROOMMATE,1
107,1,5,recall,TRUCK,1
107,1,6,recall,BUS,1
107,1,7,recall,HOOD,1
107,1,8,recall,OATS,1
107,1,9,recall,EUROPE,1
107,2,1,study,PLAYGROUND,1
107,2,2,study,OFFICER,1
107,2,3,study,COB,1
