subject,list,position,trial_type,item,item_number,session,list_type,category,response,response_time,list_category
6,11,21,study,"ALICIA KEYS",10,1,mixed,cel,2,1.445,mixed
6,11,22,study,"USHER",248,1,mixed,cel,2,1.183,mixed
6,11,23,study,"KEVIN SPACEY",154,1,mixed,cel,2,1.579,mixed
6,11,24,study,"HALEY JOEL OSMENT",100,1,mixed,cel,2,2.499,mixed
6,11,1,recall,"YOSEMITE",511,1,mixed,loc,4,1.183,mixed
6,11,2,recall,"PETRA",419,1,mixed,loc,3,1.895,mixed
6,11,3,recall,"QUEEN ELIZABETH",206,1,mixed,cel,2,2.219,mixed
6,11,4,recall,"HALEY JOEL OSMENT",100,1,mixed,cel,2,2.499,mixed
6,11,5,recall,"ALICIA KEYS",10,1,mixed,cel,2,1.445,mixed
6,11,6,recall,"USHER",248,1,mixed,cel,2,1.183,mixed
6,11,7,recall,"KEVIN SPACEY",154,1,mixed,cel,2,1.579,mixed
6,11,8,recall,"PERFUME",671,1,mixed,obj,3,2.001,mixed
6,11,9,recall,"PADLOCK",663,1,mixed,obj,2,2.974,mixed
6,11,10,recall,"GRACELAND",333,1,mixed,loc,2,2.336,mixed
6,11,11,recall,"OLD STATE HOUSE",409,1,mixed,loc,2,2.811,mixed
6,11,12,recall,"DOME OF THE ROCK",313,1,mixed,loc,1,2.356,mixed
6,12,1,study,"COLANDER",564,1,mixed,obj,3,1.532,mixed
6,12,2,study,"SATELLITE DISH",697,1,mixed,obj,2,1.73,mixed
6,12,3,study,"STAPLE REMOVER",721,1,mixed,obj,2,1.647,mixed
6,12,4,study,"BOOK",541,1,mixed,obj,4,1.108,mixed
6,12,5,study,"ACROPOLIS",259,1,mixed,loc,3,2.09,mixed
6,12,6,study,"WESTMINSTER ABBEY",500,1,mixed,loc,1,2.221,mixed
6,12,7,study,"HUNGARIAN PARLIAMENT",348,1,mixed,loc,2,2.239,mixed
6,12,8,study,"THE VENETIAN",476,1,mixed,loc,1,2.615,mixed
6,12,9,study,"WALK OF FAME",496,1,mixed,loc,2,2.023,mixed
6,12,10,study,"SEVEN MILE BRIDGE",449,1,mixed,loc,3,2.823,mixed
6,12,11,study,"COURTENEY COX",63,1,mixed,cel,2,1.787,mixed
6,12,12,study,"JACKIE KENNEDY",113,1,mixed,cel,3,2.37,mixed
6,12,13,study,"CHE GUEVARA",52,1,mixed,cel,2,1.523,mixed
6,12,14,study,"JOAQUIN PHOENIX",131,1,mixed,cel,2,1.706,mixed
6,12,15,study,"AUDREY TATOU",21,1,mixed,cel,2,2.16,mixed
6,12,16,study,"DONALD RUMSFELD",80,1,mixed,cel,1,2.624,mixed
6,12,17,study,"SEARS TOWER",447,1,mixed,loc,2,3.266,mixed
6,12,18,study,"CHURCHILL DOWNS",300,1,mixed,loc,3,2.434,mixed
6,12,19,study,"MEL GIBSON",177,1,mixed,cel,1,1.864,mixed
6,12,20,study,"ANTONIO BANDERAS",17,1,mixed,cel,2,1.371,mixed
6,12,21,study,"MICROCHIP",650,1,mixed,obj,3,2.941,mixed
6,12,22,study,"TV",747,1,mixed,obj,2,3.415,mixed
6,12,23,study,"BALLOON",522,1,mixed,obj,2,2.832,mixed
6,12,24,study,"LAPTOP",634,1,mixed,obj,4,1.535,mixed
6,12,1,recall,"LAPTOP",634,1,mixed,obj,4,1.535,mixed
6,12,2,recall,"BALLOON",522,1,mixed,obj,2,2.832,mixed
6,12,3,recall,"COLANDER",564,1,mixed,obj,3,1.532,mixed
6,12,4,recall,"STAPLE REMOVER",721,1,mixed,obj,2,1.647,mixed
6,12,5,recall,"CHURCHILL DOWNS",300,1,mixed,loc,3,2.434,mixed
6,12,6,recall,"MEL GIBSON",177,1,mixed,cel,1,1.864,mixed
6,12,7,recall,"DONALD RUMSFELD",80,1,mixed,cel,1,2.624,mixed
6,12,8,recall,"AUDREY TATOU",21,1,mixed,cel,2,2.16,mixed
6,12,9,recall,"JACKIE KENNEDY",113,1,mixed,cel,3,2.37,mixed
6,12,10,recall,"BOOK",541,1,mixed,obj,4,1.108,mixed
6,12,11,recall,"WESTMINSTER ABBEY",500,1,mixed,loc,1,2.221,mixed
6,12,12,recall,"CHE GUEVARA",52,1,mixed,cel,2,1.523,mixed
6,13,1,study,"HILARY DUFF",105,1,mixed,cel,2,1.682,mixed
6,13,2,study,"ALBERT EINSTEIN",6,1,mixed,cel,3,2.162,mixed
6,13,3,study,"LONDON DUNGEON",371,1,mixed,loc,2,2.439,mixed
6,13,4,study,"MASADA",380,1,mixed,loc,4,1.132,mixed
6,13,5,study,"QUINCY MARKET",432,1,mixed,loc,2,1.874,mixed
6,13,6,study,"MACHU PICHU",376,1,mixed,loc,3,1.589,mixed
6,13,7,study,"UMBRELLA",750,1,mixed,obj,3,2.474,mixed
6,13,8,study,"CACTUS",553,1,mixed,obj,3,2.572,mixed
6,13,9,study,"SHEA STADIUM",451,1,mixed,loc,1,3.142,mixed
6,13,10,study,"PONT DU GARD",428,1,mixed,loc,2,2.18,mixed
6,13,11,study,"BRANDENBURG GATE",279,1,mixed,loc,2,2.828,mixed
6,13,12,study,"GLOBE THEATER",331,1,mixed,loc,4,1.689,mixed
6,13,13,study,"WATER GUN",760,1,mixed,obj,2,3.397,mixed
6,13,14,study,"BICYCLE",536,1,mixed,obj,4,1.13,mixed
6,13,15,study,"DRILL",579,1,mixed,obj,3,1.624,mixed
6,13,16,study,"PEN",669,1,mixed,obj,4,2.423,mixed
6,13,17,study,"CROWN",569,1,mixed,obj,1,1.849,mixed
6,13,18,study,"TOMATO",741,1,mixed,obj,3,2.168,mixed
6,13,19,study,"STEVE MARTIN",234,1,mixed,cel,2,1.579,mixed
6,13,20,study,"ADAM SANDLER",2,1,mixed,cel,2,1.798,mixed
6,13,21,study,"CAMERON DIAZ",46,1,mixed,cel,2,1.425,mixed
6,13,22,study,"PIERCE BROSNAN",201,1,mixed,cel,2,1.518,mixed
6,13,23,study,"BOB SAGET",38,1,mixed,cel,2,2.646,mixed
6,13,24,study,"SARAH JESSICA PARKER",226,1,mixed,cel,2,2.083,mixed
6,13,1,recall,"SARAH JESSICA PARKER",226,1,mixed,cel,2,2.083,mixed
6,13,2,recall,"PIERCE BROSNAN",201,1,mixed,cel,2,1.518,mixed
6,13,3,recall,"BICYCLE",536,1,mixed,obj,4,1.13,mixed
6,13,4,recall,"CAMERON DIAZ",46,1,mixed,cel,2,1.425,mixed
6,13,5,recall,"ADAM SANDLER",2,1,mixed,cel,2,1.798,mixed
6,13,6,recall,"MARTIN LUTHER KING JR",173,1,mixed,,NaN,NaN,mixed
6,13,7,recall,"QUINCY MARKET",432,1,mixed,loc,2,1.874,mixed
6,13,8,recall,"MASADA",380,1,mixed,loc,4,1.132,mixed
6,13,9,recall,"MACHU PICHU",376,1,mixed,loc,3,1.589,mixed
6,13,10,recall,"DRILL",579,1,mixed,obj,3,1.624,mixed
6,14,1,study,"STOP SIGN",725,1,mixed,obj,4,2.263,mixed
6,14,2,study,"CUP",570,1,mixed,obj,4,1.038,mixed
6,14,3,study,"BED",533,1,mixed,obj,4,1.719,mixed
6,14,4,study,"CAR SEAT",559,1,mixed,obj,3,1.455,mixed
6,14,5,study,"DICE",574,1,mixed,obj,2,2.739,mixed
6,14,6,study,"TIMES SQUARE",478,1,mixed,loc,2,2.946,mixed
6,14,7,study,"SUPERDOME",469,1,mixed,loc,2,2.423,mixed
6,14,8,study,"PRADO MUSEUM",429,1,mixed,loc,3,1.862,mixed
6,14,9,study,"VIETNAM MEMORIAL",494,1,mixed,loc,4,2.129,mixed
6,14,10,study,"MONTE CARLO",388,1,mixed,loc,2,2.769,mixed
6,14,11,study,"NAPOLEON",189,1,mixed,cel,2,2.507,mixed
6,14,12,study,"PETER JENNINGS",199,1,mixed,cel,2,1.897,mixed
6,14,13,study,"JESSICA SIMPSON",124,1,mixed,cel,2,1.627,mixed
6,14,14,study,"DONALD TRUMP",81,1,mixed,cel,2,3.042,mixed
6,14,15,study,"STEPHEN COLBERT",233,1,mixed,cel,2,2.381,mixed
6,14,16,study,"NEWGRANGE",403,1,mixed,loc,2,2.531,mixed
6,14,17,study,"BUCKINGHAM PALACE",284,1,mixed,loc,2,2.234,mixed
6,14,18,study,"BRYCE CANYON",282,1,mixed,loc,3,2.049,mixed
6,14,19,study,"JERRY SEINFELD",123,1,mixed,cel,2,2.068,mixed
6,14,20,study,"LEONARDO DICAPRIO",161,1,mixed,cel,2,1.022,mixed
6,14,21,study,"MEG RYAN",176,1,mixed,cel,2,2.795,mixed
6,14,22,study,"BRICK",547,1,mixed,obj,3,2.416,mixed
6,14,23,study,"BASKET",531,1,mixed,obj,3,2.955,mixed
6,14,24,study,"CALCULATOR",554,1,mixed,obj,2,2.622,mixed
6,14,1,recall,"BED",533,1,mixed,obj,4,1.719,mixed
6,14,2,recall,"BASKET",531,1,mixed,obj,3,2.955,mixed
6,14,3,recall,"BRICK",547,1,mixed,obj,3,2.416,mixed
6,14,4,recall,"CALCULATOR",554,1,mixed,obj,2,2.622,mixed
6,14,5,recall,"CAR SEAT",559,1,mixed,obj,3,1.455,mixed
6,14,6,recall,"DICE",574,1,mixed,obj,2,2.739,mixed
6,14,7,recall,"STOP SIGN",725,1,mixed,obj,4,2.263,mixed
6,14,8,recall,"CUP",570,1,mixed,obj,4,1.038,mixed
6,14,9,recall,"MEG RYAN",176,1,mixed,cel,2,2.795,mixed
6,14,10,recall,"LEONARDO DICAPRIO",161,1,mixed,cel,2,1.022,mixed
6,14,11,recall,"BUCKINGHAM PALACE",284,1,mixed,loc,2,2.234,mixed
6,14,12,recall,"CANYON",-1,1,mixed,,NaN,NaN,mixed
6,14,13,recall,"JERRY SEINFELD",123,1,mixed,cel,2,2.068,mixed
6,14,14,recall,"PETER JENNINGS",199,1,mixed,cel,2,1.897,mixed
6,15,1,study,"DELPHI",311,1,pure,loc,3,1.835,loc
6,15,2,study,"CAPILANO BRIDGE",291,1,pure,loc,2,2.979,loc
6,15,3,study,"ANGKOR WAT",265,1,pure,loc,3,1.876,loc
6,15,4,study,"INDEPENDENCE HALL",350,1,pure,loc,3,2.744,loc
6,15,5,study,"LAKE TAHOE",363,1,pure,loc,4,2.352,loc
6,15,6,study,"SISTINE CHAPEL",454,1,pure,loc,1,2.592,loc
6,15,7,study,"BAVARIAN CASTLE",273,1,pure,loc,2,3.11,loc
6,15,8,study,"MECCA",383,1,pure,loc,2,2.927,loc
6,15,9,study,"GIANT'S CAUSEWAY",328,1,pure,loc,2,3.127,loc
6,15,10,study,"OLYMPIA",410,1,pure,loc,3,1.787,loc
6,15,11,study,"JENNE MOSQUE",354,1,pure,loc,2,2.644,loc
6,15,12,study,"NATIONAL AQUARIUM",401,1,pure,loc,2,2.813,loc
6,15,13,study,"PENTAGON",418,1,pure,loc,2,2.865,loc
6,15,14,study,"LIBERTY PLACE",366,1,pure,loc,2,2.898,loc
6,15,15,study,"VATICAN CITY",487,1,pure,loc,2,2.804,loc
6,15,16,study,"CARLSBAD CAVERNS",293,1,pure,loc,3,2.265,loc
6,15,17,study,"ST PAULS CATHEDRAL",465,1,pure,loc,1,2.856,loc
6,15,18,study,"MOUNT VESUVIUS",399,1,pure,loc,4,1.772,loc
6,15,19,study,"AGRA FORT",260,1,pure,loc,NaN,3.5,loc
6,15,20,study,"GIZA PYRAMIDS",329,1,pure,loc,3,1.661,loc
6,15,21,study,"OLD FAITHFUL",408,1,pure,loc,4,1.788,loc
6,15,22,study,"LUXOR HOTEL",375,1,pure,loc,1,2.01,loc
6,15,23,study,"WINTER PALACE",504,1,pure,loc,2,2.474,loc
6,15,24,study,"HOOVER DAM",347,1,pure,loc,3,1.918,loc
6,15,1,recall,"HOOVER DAM",347,1,pure,loc,3,1.918,loc
6,15,2,recall,"ANGKOR WAT",265,1,pure,loc,3,1.876,loc
6,15,3,recall,"CARLSBAD CAVERNS",293,1,pure,loc,3,2.265,loc
6,15,4,recall,"MECCA",383,1,pure,loc,2,2.927,loc
6,15,5,recall,"GIZA PYRAMIDS",329,1,pure,loc,3,1.661,loc
6,15,6,recall,"JENNE MOSQUE",354,1,pure,loc,2,2.644,loc
6,15,7,recall,"VATICAN CITY",487,1,pure,loc,2,2.804,loc
6,15,8,recall,"WINTER PALACE",504,1,pure,loc,2,2.474,loc
6,15,9,recall,"OLD FAITHFUL",408,1,pure,loc,4,1.788,loc
6,15,10,recall,"LAKE TAHOE",363,1,pure,loc,4,2.352,loc
6,16,1,study,"LINCOLN CENTER",368,1,mixed,loc,2,1.814,mixed
6,16,2,study,"SORBONNE CHAPEL",459,1,mixed,loc,1,1.553,mixed
6,16,3,study,"MILLENIUM PARK",386,1,mixed,loc,2,2.194,mixed
6,16,4,study,"LIBRARY OF CONGRESS",367,1,mixed,loc,3,1.549,mixed
6,16,5,study,"MATTHEW PERRY",175,1,mixed,cel,2,1.717,mixed
6,16,6,study,"AL GORE",3,1,mixed,cel,2,1.318,mixed
6,16,7,study,"RONALD REAGAN",221,1,mixed,cel,2,1.809,mixed
6,16,8,study,"ALEX RODRIGUEZ",8,1,mixed,cel,2,1.869,mixed
6,16,9,study,"LIGHTBULB",641,1,mixed,obj,3,1.939,mixed
6,16,10,study,"DOOR",577,1,mixed,obj,4,1.126,mixed
6,16,11,study,"KLEENEX",628,1,mixed,obj,3,1.778,mixed
6,16,12,study,"BOLT",540,1,mixed,obj,3,2.052,mixed
6,16,13,study,"GREAT ZIMBABWE RUINS",341,1,mixed,loc,3,2.484,mixed
6,16,14,study,"UNITED NATIONS BUILDING",486,1,mixed,loc,2,2.169,mixed
6,16,15,study,"JASON ALEXANDER",118,1,mixed,cel,2,1.368,mixed
6,16,16,study,"DAN RATHER",66,1,mixed,cel,2,1.478,mixed
6,16,17,study,"KETCHUP",624,1,mixed,obj,2,2.408,mixed
6,16,18,study,"DOLLAR",575,1,mixed,obj,4,1.921,mixed
6,16,19,study,"KATIE HOLMES",150,1,mixed,cel,2,1.055,mixed
6,16,20,study,"DEMI MOORE",75,1,mixed,cel,2,1.374,mixed
6,16,21,study,"LEAF",636,1,mixed,obj,3,1.572,mixed
6,16,22,study,"CURTAIN",571,1,mixed,obj,4,2.54,mixed
6,16,23,study,"PACIFIC BELL PARK",412,1,mixed,loc,2,2.336,mixed
6,16,24,study,"BARCELONA CATHEDRAL",272,1,mixed,loc,1,2.906,mixed
6,16,1,recall,"BARCELONA CATHEDRAL",272,1,mixed,loc,1,2.906,mixed
6,16,2,recall,"LEAF",636,1,mixed,obj,3,1.572,mixed
6,16,3,recall,"CURTAIN",571,1,mixed,obj,4,2.54,mixed
6,16,4,recall,"DOOR",577,1,mixed,obj,4,1.126,mixed
6,16,5,recall,"LIGHTBULB",641,1,mixed,obj,3,1.939,mixed
6,16,6,recall,"DEMI MOORE",75,1,mixed,cel,2,1.374,mixed
6,16,7,recall,"KATIE HOLMES",150,1,mixed,cel,2,1.055,mixed
6,16,8,recall,"ALEX RODRIGUEZ",8,1,mixed,cel,2,1.869,mixed
6,16,9,recall,"BARCELONA CATHEDRAL",272,1,mixed,loc,1,2.906,mixed
6,16,10,recall,"ST BASILS CATHEDRAL",462,1,mixed,,NaN,NaN,mixed
6,16,11,recall,"KETCHUP",624,1,mixed,obj,2,2.408,mixed
6,16,12,recall,"GREAT ZIMBABWE RUINS",341,1,mixed,loc,3,2.484,mixed
6,16,13,recall,"UNITED NATIONS BUILDING",486,1,mixed,loc,2,2.169,mixed
6,17,1,study,"NOTRE DAME",406,2,mixed,loc,3,1.716,mixed
6,17,2,study,"STATUE OF LIBERTY",466,2,mixed,loc,3,2.385,mixed
6,17,3,study,"YANKEE STADIUM",509,2,mixed,loc,2,1.709,mixed
6,17,4,study,"HOLLYWOOD",345,2,mixed,loc,2,1.605,mixed
6,17,5,study,"TIGER WOODS",240,2,mixed,cel,3,2.46,mixed
6,17,6,study,"FRAN DRESCHER",89,2,mixed,cel,2,1.652,mixed
6,17,7,study,"ELIZABETH TAYLOR",85,2,mixed,cel,2,1.685,mixed
6,17,8,study,"MARTIN LUTHER KING JR",173,2,mixed,cel,3,1.772,mixed
6,17,9,study,"SEASHELL",703,2,mixed,obj,1,2.708,mixed
6,17,10,study,"WAFFLE",756,2,mixed,obj,2,2.212,mixed
6,17,11,study,"BICYCLE",536,2,mixed,obj,4,1.211,mixed
6,17,12,study,"CAPITOL HILL",292,2,mixed,loc,3,2.249,mixed
6,17,13,study,"ROYAL ALBERT HALL",440,2,mixed,loc,2,2.628,mixed
6,17,14,study,"HANDCUFFS",607,2,mixed,obj,1,1.563,mixed
6,17,15,study,"ROPE",693,2,mixed,obj,2,2.282,mixed
6,17,16,study,"FRIDGE",593,2,mixed,obj,4,1.735,mixed
6,17,17,study,"JON VOIGHT",144,2,mixed,cel,3,2.502,mixed
6,17,18,study,"ALEC BALDWIN",7,2,mixed,cel,2,2.055,mixed
6,17,19,study,"WALL STREET",497,2,mixed,loc,2,2.579,mixed
6,17,20,study,"MONTEGO BAY",389,2,mixed,loc,3,2.311,mixed
6,17,21,study,"TENT",733,2,mixed,obj,1,2.239,mixed
6,17,22,study,"ROLLER SKATES",692,2,mixed,obj,1,1.765,mixed
6,17,23,study,"TOM BROKAW",243,2,mixed,cel,2,2.332,mixed
6,17,24,study,"TINA TURNER",241,2,mixed,cel,2,2.627,mixed
6,17,1,recall,"TINA TURNER",241,2,mixed,cel,2,2.627,mixed
6,17,2,recall,"JON VOIGHT",144,2,mixed,cel,3,2.502,mixed
6,17,3,recall,"CAPITOL HILL",292,2,mixed,loc,3,2.249,mixed
6,17,4,recall,"WALL STREET",497,2,mixed,loc,2,2.579,mixed
6,17,5,recall,"MONTEGO BAY",389,2,mixed,loc,3,2.311,mixed
6,17,6,recall,"WAFFLE",756,2,mixed,obj,2,2.212,mixed
6,17,7,recall,"ROLLER SKATES",692,2,mixed,obj,1,1.765,mixed
6,17,8,recall,"FRIDGE",593,2,mixed,obj,4,1.735,mixed
6,17,9,recall,"SEASHELL",703,2,mixed,obj,1,2.708,mixed
6,17,10,recall,"ROPE",693,2,mixed,obj,2,2.282,mixed
6,17,11,recall,"HANDCUFFS",607,2,mixed,obj,1,1.563,mixed
6,17,12,recall,"ALEC BALDWIN",7,2,mixed,cel,2,2.055,mixed
6,17,13,recall,"NOTRE DAME",406,2,mixed,loc,3,1.716,mixed
6,17,14,recall,"MARTIN LUTHER KING JR",173,2,mixed,cel,3,1.772,mixed
6,17,15,recall,"TINA TURNER",241,2,mixed,cel,2,2.627,mixed
6,17,16,recall,"TENT",733,2,mixed,obj,1,2.239,mixed
6,17,17,recall,"STATUE OF LIBERTY",466,2,mixed,loc,3,2.385,mixed
6,18,1,study,"JENNIFER LOPEZ",122,2,mixed,cel,2,1.801,mixed
6,18,2,study,"UMA THURMAN",247,2,mixed,cel,2,1.458,mixed
6,18,3,study,"JACKHAMMER",621,2,mixed,obj,1,1.6,mixed
6,18,4,study,"SLIPPERS",712,2,mixed,obj,3,2.111,mixed
6,18,5,study,"CD",560,2,mixed,obj,3,1.959,mixed
6,18,6,study,"GUM",605,2,mixed,obj,3,1.362,mixed
6,18,7,study,"SALT LAKE TEMPLE",443,2,mixed,loc,2,2.118,mixed
6,18,8,study,"MASSACHUSETS STATE HOUSE",381,2,mixed,loc,2,2.32,mixed
6,18,9,study,"LES INVALIDES",365,2,mixed,loc,2,2.001,mixed
6,18,10,study,"MONTE CARLO",388,2,mixed,loc,1,2.05,mixed
6,18,11,study,"ALBERT EINSTEIN",6,2,mixed,cel,3,1.491,mixed
6,18,12,study,"LANCE ARMSTRONG",158,2,mixed,cel,3,1.772,mixed
6,18,13,study,"MAHATMA GANDHI",168,2,mixed,cel,3,1.346,mixed
6,18,14,study,"JIMMY CARTER",129,2,mixed,cel,2,2.131,mixed
6,18,15,study,"SNOOP DOGG",232,2,mixed,cel,1,1.881,mixed
6,18,16,study,"TOM HANKS",245,2,mixed,cel,2,2.432,mixed
6,18,17,study,"WHIP",763,2,mixed,obj,1,1.529,mixed
6,18,18,study,"VACUUM CLEANER",752,2,mixed,obj,2,2.434,mixed
6,18,19,study,"PETRI DISH",672,2,mixed,obj,1,1.889,mixed
6,18,20,study,"INK CARTRIDGE",617,2,mixed,obj,2,1.827,mixed
6,18,21,study,"VATICAN CITY",487,2,mixed,loc,1,1.677,mixed
6,18,22,study,"TREVI FOUNTAIN",484,2,mixed,loc,3,2.045,mixed
6,18,23,study,"TAJ MAHAL",474,2,mixed,loc,3,2.125,mixed
6,18,24,study,"AYERS ROCK",271,2,mixed,loc,3,1.877,mixed
6,18,1,recall,"AYERS ROCK",271,2,mixed,loc,3,1.877,mixed
6,18,2,recall,"TAJ MAHAL",474,2,mixed,loc,3,2.125,mixed
6,18,3,recall,"TREVI FOUNTAIN",484,2,mixed,loc,3,2.045,mixed
6,18,4,recall,"VATICAN CITY",487,2,mixed,loc,1,1.677,mixed
6,18,5,recall,"SALT LAKE TEMPLE",443,2,mixed,loc,2,2.118,mixed
6,18,6,recall,"MAHATMA GANDHI",168,2,mixed,cel,3,1.346,mixed
6,18,7,recall,"TOM HANKS",245,2,mixed,cel,2,2.432,mixed
6,18,8,recall,"SLIPPERS",712,2,mixed,obj,3,2.111,mixed
6,18,9,recall,"CD",560,2,mixed,obj,3,1.959,mixed
6,18,10,recall,"VACUUM CLEANER",752,2,mixed,obj,2,2.434,mixed
6,18,11,recall,"WHIP",763,2,mixed,obj,1,1.529,mixed
6,18,12,recall,"INK CARTRIDGE",617,2,mixed,obj,2,1.827,mixed
6,18,13,recall,"JENNIFER LOPEZ",122,2,mixed,cel,2,1.801,mixed
6,19,1,study,"TOASTER",738,2,pure,obj,2,1.884,obj
6,19,2,study,"TV",747,2,pure,obj,2,2.177,obj
6,19,3,study,"TIRE",737,2,pure,obj,3,2.325,obj
6,19,4,study,"SHIRT",706,2,pure,obj,4,1.58,obj
6,19,5,study,"BUCKET",550,2,pure,obj,2,2.313,obj
6,19,6,study,"LEGO",637,2,pure,obj,1,2.041,obj
6,19,7,study,"DOORKNOB",576,2,pure,obj,4,1.872,obj
6,19,8,study,"FLOWERPOT",589,2,pure,obj,3,1.798,obj
6,19,9,study,"SYRINGE",729,2,pure,obj,1,3.022,obj
6,19,10,study,"SURGE PROTECTOR",727,2,pure,obj,4,2.048,obj
6,19,11,study,"TILE",736,2,pure,obj,3,2.84,obj
6,19,12,study,"SOAP",714,2,pure,obj,4,1.64,obj
6,19,13,study,"MOUSE",658,2,pure,obj,4,2.207,obj
6,19,14,study,"LANTERN",633,2,pure,obj,2,2.669,obj
6,19,15,study,"GRILL",603,2,pure,obj,3,2.952,obj
6,19,16,study,"PILL",677,2,pure,obj,3,2.348,obj
6,19,17,study,"CRAYONS",568,2,pure,obj,2,2.874,obj
6,19,18,study,"VASE",753,2,pure,obj,2,3.032,obj
6,19,19,study,"TEAPOT",732,2,pure,obj,3,1.987,obj
6,19,20,study,"RING",691,2,pure,obj,3,2.771,obj
6,19,21,study,"WALKMAN",757,2,pure,obj,1,1.796,obj
6,19,22,study,"BOOK",541,2,pure,obj,4,1.93,obj
6,19,23,study,"SCREWDRIVER",702,2,pure,obj,2,2.733,obj
6,19,24,study,"WHISTLE",764,2,pure,obj,1,1.889,obj
6,19,1,recall,"RING",691,2,pure,obj,3,2.771,obj
6,19,2,recall,"BOOK",541,2,pure,obj,4,1.93,obj
6,19,3,recall,"WHISTLE",764,2,pure,obj,1,1.889,obj
6,19,4,recall,"FLOWERPOT",589,2,pure,obj,3,1.798,obj
6,19,5,recall,"BASE",-1,2,pure,,NaN,NaN,obj
6,19,6,recall,"GRILL",603,2,pure,obj,3,2.952,obj
6,19,7,recall,"SCREWDRIVER",702,2,pure,obj,2,2.733,obj
6,19,8,recall,"TIRE",737,2,pure,obj,3,2.325,obj
6,19,9,recall,"SHIRT",706,2,pure,obj,4,1.58,obj
6,19,10,recall,"TILE",736,2,pure,obj,3,2.84,obj
6,19,11,recall,"SOAP",714,2,pure,obj,4,1.64,obj
6,19,12,recall,"BUCKET",550,2,pure,obj,2,2.313,obj
6,19,13,recall,"LEGO",637,2,pure,obj,1,2.041,obj
6,19,14,recall,"SYRINGE",729,2,pure,obj,1,3.022,obj
6,19,15,recall,"PILL",677,2,pure,obj,3,2.348,obj
6,19,16,recall,"DOORKNOB",576,2,pure,obj,4,1.872,obj
6,19,17,recall,"TOASTER",738,2,pure,obj,2,1.884,obj
6,19,18,recall,"MOUSE",658,2,pure,obj,4,2.207,obj
6,20,1,study,"THERMOS",735,2,mixed,obj,2,1.52,mixed
6,20,2,study,"NECKLACE",659,2,mixed,obj,3,1.897,mixed
6,20,3,study,"BRICK",547,2,mixed,obj,3,2.306,mixed
6,20,4,study,"HELEN HUNT",104,2,mixed,cel,2,1.959,mixed
6,20,5,study,"ABRAHAM LINCOLN",1,2,mixed,cel,3,1.628,mixed
6,20,6,study,"CHRISTOPHER WALKEN",56,2,mixed,cel,3,2.332,mixed
6,20,7,study,"TOWER BRIDGE",480,2,mixed,loc,2,2.281,mixed
6,20,8,study,"PRAGUE",430,2,mixed,loc,3,2.118,mixed
6,20,9,study,"ABU SIMBEL",257,2,mixed,loc,3,2.37,mixed
6,20,10,study,"STONEHENGE",467,2,mixed,loc,3,1.842,mixed
6,20,11,study,"ALICIA KEYS",10,2,mixed,cel,2,1.628,mixed
6,20,12,study,"DANE COOK",67,2,mixed,cel,2,2.236,mixed
6,20,13,study,"SUSAN SARANDON",237,2,mixed,cel,2,1.808,mixed
6,20,14,study,"CACTUS",553,2,mixed,obj,3,2.171,mixed
6,20,15,study,"CHAIN",561,2,mixed,obj,2,2.194,mixed
6,20,16,study,"LIPSTICK",643,2,mixed,obj,2,1.953,mixed
6,20,17,study,"SAHARA",441,2,mixed,loc,3,2.373,mixed
6,20,18,study,"FLORENCE",322,2,mixed,loc,3,2.137,mixed
6,20,19,study,"ROSEANNE BARR",222,2,mixed,cel,2,1.735,mixed
6,20,20,study,"MATTHEW PERRY",175,2,mixed,cel,2,1.757,mixed
6,20,21,study,"TABLE MOUNTAIN",472,2,mixed,loc,3,1.915,mixed
6,20,22,study,"TIMBUKTU",477,2,mixed,loc,4,1.882,mixed
6,20,23,study,"NEST",660,2,mixed,obj,2,2.678,mixed
6,20,24,study,"ROSE",694,2,mixed,obj,2,2.631,mixed
6,20,1,recall,"ROSE",694,2,mixed,obj,2,2.631,mixed
6,20,2,recall,"NEST",660,2,mixed,obj,2,2.678,mixed
6,20,3,recall,"TIMBUKTU",477,2,mixed,loc,4,1.882,mixed
6,20,4,recall,"THERMOS",735,2,mixed,obj,2,1.52,mixed
6,20,5,recall,"NECKLACE",659,2,mixed,obj,3,1.897,mixed
6,20,6,recall,"BRICK",547,2,mixed,obj,3,2.306,mixed
6,20,7,recall,"CHAIN",561,2,mixed,obj,2,2.194,mixed
6,20,8,recall,"MATTHEW PERRY",175,2,mixed,cel,2,1.757,mixed
6,20,9,recall,"ROSEANNE BARR",222,2,mixed,cel,2,1.735,mixed
6,20,10,recall,"CHRISTOPHER WALKEN",56,2,mixed,cel,3,2.332,mixed
6,20,11,recall,"STONEHENGE",467,2,mixed,loc,3,1.842,mixed
6,20,12,recall,"TOWER BRIDGE",480,2,mixed,loc,2,2.281,mixed
6,20,13,recall,"SUSAN SARANDON",237,2,mixed,cel,2,1.808,mixed
6,20,14,recall,"HELEN HUNT",104,2,mixed,cel,2,1.959,mixed
6,20,15,recall,"PRAGUE",430,2,mixed,loc,3,2.118,mixed
6,21,1,study,"NICOLE KIDMAN",193,2,pure,cel,2,1.381,cel
6,21,2,study,"WHITNEY HOUSTON",252,2,pure,cel,2,2.176,cel
6,21,3,study,"HALLE BERRY",101,2,pure,cel,2,1.435,cel
6,21,4,study,"MEL GIBSON",177,2,pure,cel,1,1.467,cel
